TransactionID,Date,Amount,Type,Sender,Receiver,Location,Device,FraudLabel,Risk
TXN000983,2025-10-01 22:36:14.159082,44343,Subscription Payments,Aakash Choudhary,Rajesh Kumar,Jaipur,Android,0,Low
TXN000984,2025-10-02 19:53:14.159082,6268,Bill Payment,Sunita Das,Karan Kapoor,Bangalore,iOS,0,Low
TXN000985,2025-10-05 06:45:14.159082,42663,Subscription Payments,Sunita Das,Vijay Rao,Thane,iOS,0,Low
TXN000986,2025-10-03 06:24:14.159082,7661,Bill Payment,Karan Kapoor,Rohan Mehta,Nagpur,iOS,0,Low
TXN000987,2025-10-01 18:42:14.159082,8358,Recharge,Karan Kapoor,Deepak Malhotra,Jodhpur,Android,0,High
TXN000988,2025-10-06 15:01:14.159082,16716,Bill Payment,Sunita Das,Manish Tiwari,Nagpur,iOS,0,Low
TXN000989,2025-10-05 02:46:14.159082,26834,QR Code Payments,Rohan Mehta,Manish Tiwari,Meerut,iOS,0,Low
TXN000990,2025-10-06 13:30:14.159082,6471,Recharge,Anjali Verma,Aakash Choudhary,Coimbatore,Android,0,Medium
TXN000991,2025-10-06 15:55:14.159082,26169,Bill Payment,Kavita Reddy,Vijay Rao,Indore,Android,0,Low
TXN000992,2025-10-04 05:26:14.159082,14469,Subscription Payments,Kavita Reddy,Manish Tiwari,Jaipur,iOS,0,Low
TXN000993,2025-10-07 05:29:14.159082,13010,Subscription Payments,Manish Tiwari,Manish Tiwari,Pune,iOS,1,Low
TXN000994,2025-10-03 11:54:14.159082,8043,Subscription Payments,Meena Kumari,Sunita Das,Lucknow,Android,0,Low
TXN000995,2025-10-03 10:12:14.159082,12299,Shopping,Rajesh Kumar,Amit Patel,Bhopal,Android,0,High
TXN000996,2025-10-03 10:54:14.159082,15828,P2P, Priya Gupta,Vijay Rao,Nagpur,Android,0,High
TXN000997,2025-10-07 02:41:14.159082,23375,Subscription Payments,Ravi Singh,Vikram Joshi,Aurangabad,Android,0,High
TXN000998,2025-10-04 23:26:14.159082,6838,Recharge,Rajesh Kumar, Priya Gupta,Pune,Android,0,Medium
TXN000999,2025-10-04 14:42:14.159082,16013,Subscription Payments,Sneha Iyer,Vikram Joshi,Kochi,iOS,0,Low
TXN001000,2025-10-05 00:35:14.159082,35340,Shopping,Vikram Joshi,Rajesh Kumar,Indore,Android,1,High
TXN001001,2025-10-03 12:25:14.159082,19223,QR Code Payments,Rohan Mehta,Amit Patel,Hyderabad,Android,0,High
TXN001002,2025-10-03 04:52:14.159082,48547,Recharge,Karan Kapoor,Karan Kapoor,Thane,Android,0,Low
TXN001003,2025-10-05 09:01:14.159082,34629,Shopping,Sneha Iyer,Sneha Iyer,Nagpur,Android,0,Low
TXN001004,2025-10-07 19:04:14.159082,10267,QR Code Payments,Anita Sinha,Rajesh Kumar,Kanpur,Android,0,Low
TXN001005,2025-10-05 03:16:14.159082,10654,Recharge,Aakash Choudhary,Anjali Verma,Vadodara,iOS,0,Low
TXN001006,2025-10-06 05:18:14.159082,17360,Bill Payment,Aakash Choudhary,Amit Patel,Kolkata,Android,0,Low
TXN001007,2025-10-08 09:15:14.159082,47145,P2P,Karan Kapoor,Vijay Rao,Mumbai,iOS,1,High
TXN001008,2025-10-03 23:30:14.159082,3912,P2P,Vijay Rao,Neha Sharma,Hyderabad,Android,0,High
TXN001009,2025-10-05 15:46:14.159082,28124,Shopping,Karan Kapoor,Meena Kumari,Vijayawada,iOS,0,Low
TXN001010,2025-10-06 15:36:14.159082,27385,QR Code Payments,Deepak Malhotra,Karan Kapoor,Nashik,iOS,0,Low
TXN001011,2025-10-06 06:23:14.159082,27000,P2P,Rajesh Kumar,Karan Kapoor,Aurangabad,Android,0,Medium
TXN001012,2025-10-06 22:45:14.159082,1705,QR Code Payments,Sunita Das,Aakash Choudhary,Gwalior,Android,0,Low
TXN001013,2025-10-06 23:06:14.159082,5722,QR Code Payments,Sneha Iyer,Vikram Joshi,Chennai,Android,0,Low
TXN001014,2025-10-05 02:37:14.159082,6867,Shopping,Rohan Mehta,Rohan Mehta,Kochi,Android,0,Medium
TXN001015,2025-10-02 18:12:14.159082,27239,Shopping,Vikram Joshi,Manish Tiwari,Bhopal,Android,0,Medium
TXN001016,2025-10-01 23:47:14.159082,11713,Shopping,Vijay Rao,Vijay Rao,Ahmedabad,iOS,1,High
TXN001017,2025-10-08 05:43:14.159082,10689,P2P,Suresh Yadav,Anita Sinha,Aurangabad,Android,0,Low
TXN001018,2025-10-06 12:32:14.159082,14018,Shopping,Neha Sharma,Sunita Das,Gwalior,Android,0,Low
TXN001019,2025-10-01 17:52:14.159082,20219,P2P,Pooja Nair,Amit Patel,Thane,iOS,0,High
TXN001020,2025-10-07 21:55:14.159082,27546,Shopping,Pooja Nair,Ravi Singh,Vadodara,Android,0,Low
TXN001021,2025-10-04 12:33:14.159082,13146,Subscription Payments,Amit Patel,Rajesh Kumar,Nashik,iOS,0,Medium
TXN001022,2025-10-08 02:17:14.159082,24918,QR Code Payments,Anjali Verma,Sneha Iyer,Kanpur,Android,0,Low
TXN001023,2025-10-04 19:12:14.159082,35458,Shopping,Anita Sinha,Pooja Nair,Lucknow,iOS,0,Low
TXN001024,2025-10-02 03:25:14.159082,4424,Recharge,Suresh Yadav,Vikram Joshi,Vijayawada,Android,0,Low
TXN001025,2025-10-03 08:39:14.159082,10887,QR Code Payments,Amit Patel,Ravi Singh,Aurangabad,iOS,0,Low
TXN001026,2025-10-04 18:43:14.159082,9211,QR Code Payments,Ravi Singh,Manish Tiwari,Nagpur,iOS,0,High
TXN001027,2025-10-05 03:44:14.159082,38210,Shopping,Sunita Das,Meena Kumari,Agra,Android,0,Low
TXN001028,2025-10-08 04:23:14.159082,16489,Bill Payment,Vikram Joshi,Karan Kapoor,Jodhpur,Android,0,Medium
TXN001029,2025-10-05 02:04:14.159082,41527,Shopping,Rohan Mehta,Anjali Verma,Hyderabad,Android,0,Medium
TXN001030,2025-10-03 09:01:14.159082,14143,QR Code Payments,Vikram Joshi,Meena Kumari,Madurai,iOS,0,Low
TXN001031,2025-10-02 01:43:14.159082,28846,Recharge,Sunita Das,Deepak Malhotra,Vadodara,iOS,0,Medium
TXN001032,2025-10-01 18:53:14.159082,22450,QR Code Payments,Vijay Rao,Rajesh Kumar,Chennai,iOS,0,Low
TXN001033,2025-10-06 07:28:14.159082,41705,Recharge,Vikram Joshi,Rohan Mehta,Meerut,Android,0,Medium
TXN001034,2025-10-05 13:55:14.159082,217,P2P,Vikram Joshi,Amit Patel,Jaipur,Android,0,Low
TXN001035,2025-10-06 09:00:14.159082,46785,Subscription Payments,Anita Sinha,Vikram Joshi,Thane,iOS,0,Low
TXN001036,2025-10-01 16:09:14.159082,19035,QR Code Payments,Vijay Rao,Karan Kapoor,Madurai,Android,0,Low
TXN001037,2025-10-03 16:09:14.159082,47177,Shopping,Vijay Rao,Deepak Malhotra,Raipur,iOS,0,Low
TXN001038,2025-10-08 01:58:14.159082,13334,P2P,Deepak Malhotra,Anjali Verma,Bhopal,Android,0,High
TXN001039,2025-10-07 03:08:14.159082,38428,Subscription Payments,Aakash Choudhary,Pooja Nair,Nashik,Android,0,Low
TXN001040,2025-10-04 16:47:14.159082,946,Shopping,Sunita Das,Meena Kumari,Patna,iOS,0,Low
TXN001041,2025-10-02 16:03:14.159082,11054,Bill Payment, Priya Gupta,Neha Sharma,Nashik,Android,0,Low
TXN001042,2025-10-05 07:25:14.159082,13803,Shopping,Deepak Malhotra,Vikram Joshi,Ahmedabad,Android,0,Medium
TXN001043,2025-10-04 19:18:14.159082,48253,Recharge,Pooja Nair,Rohan Mehta,Madurai,Android,0,Low
TXN001044,2025-10-06 15:06:14.159082,46614,Recharge,Sneha Iyer,Amit Patel,Vadodara,Android,0,Low
TXN001045,2025-10-03 06:15:14.159082,22800,Bill Payment,Deepak Malhotra,Sunita Das,Visakhapatnam,Android,0,Low
TXN001046,2025-10-04 05:21:14.159082,32143,P2P,Kavita Reddy,Rohan Mehta,Patna,iOS,0,Low
TXN001047,2025-10-06 03:44:14.159082,6569,Subscription Payments,Neha Sharma,Karan Kapoor,Pune,Android,0,Medium
TXN001048,2025-10-06 23:40:14.159082,30205,Shopping,Meena Kumari,Pooja Nair,Chennai,iOS,1,Medium
TXN001049,2025-10-08 06:27:14.159082,42201,Recharge,Vijay Rao,Anjali Verma,Kochi,Android,0,Medium
TXN001050,2025-10-04 16:31:14.159082,26486,P2P,Anjali Verma,Rohan Mehta,Mumbai,Android,0,Low
TXN001051,2025-10-04 04:06:14.159082,49476,Bill Payment,Manish Tiwari,Amit Patel,Kanpur,iOS,0,Medium
TXN001052,2025-10-08 03:28:14.159082,45687,QR Code Payments,Anita Sinha,Anjali Verma,Nashik,iOS,0,Low
TXN001053,2025-10-08 12:14:14.159082,37076,Recharge,Sneha Iyer, Priya Gupta,Ahmedabad,Android,0,High
TXN001054,2025-10-07 02:58:14.159082,39151,Bill Payment,Vikram Joshi,Rohan Mehta,Delhi,Android,0,Low
TXN001055,2025-10-07 16:08:14.159082,2148,Shopping,Sneha Iyer,Deepak Malhotra,Madurai,iOS,0,Low
TXN001056,2025-10-05 10:33:14.159082,39101,Subscription Payments,Aakash Choudhary,Vikram Joshi,Nashik,iOS,1,Low
TXN001057,2025-10-04 23:03:14.159082,13041,Recharge,Vijay Rao,Kavita Reddy,Nagpur,iOS,0,Low
TXN001058,2025-10-06 19:50:14.159082,45475,Recharge, Priya Gupta,Sneha Iyer,Mumbai,iOS,0,Low
TXN001059,2025-10-03 10:04:14.159082,42633,Shopping,Rohan Mehta,Anjali Verma,Kochi,Android,0,Medium
TXN001060,2025-10-06 18:25:14.159082,1928,QR Code Payments,Anita Sinha,Pooja Nair,Pune,Android,0,Low
TXN001061,2025-10-02 18:42:14.159082,2017,P2P,Anita Sinha,Anjali Verma,Thane,Android,0,High
TXN001062,2025-10-07 16:36:14.159082,20718,Subscription Payments,Manish Tiwari,Sunita Das,Coimbatore,Android,0,Low
TXN001063,2025-10-06 07:36:14.159082,32354,Recharge,Meena Kumari,Manish Tiwari,Nashik,Android,1,Low
TXN001064,2025-10-06 22:57:14.159082,39856,Subscription Payments,Aakash Choudhary,Vijay Rao,Gwalior,iOS,0,Medium
TXN001065,2025-10-04 01:49:14.159082,47462,Recharge,Sunita Das,Pooja Nair,Meerut,iOS,0,Low
TXN001066,2025-10-08 02:34:14.159082,20228,Subscription Payments,Amit Patel,Kavita Reddy,Patna,iOS,1,Low
TXN001067,2025-10-05 01:40:14.159082,45845,Bill Payment,Karan Kapoor,Aakash Choudhary,Vijayawada,Android,0,Medium
TXN001068,2025-10-04 21:01:14.159082,109,Recharge, Priya Gupta,Karan Kapoor,Pune,iOS,0,Low
TXN001069,2025-10-06 13:25:14.159082,16744,Subscription Payments,Rohan Mehta,Sneha Iyer,Nashik,Android,0,Low
TXN001070,2025-10-03 06:08:14.159082,22522,P2P,Amit Patel,Manish Tiwari,Aurangabad,Android,0,Medium
TXN001071,2025-10-06 14:01:14.159082,9965,Bill Payment,Vijay Rao, Priya Gupta,Raipur,Android,0,Low
TXN001072,2025-10-03 22:35:14.159082,2319,Bill Payment,Karan Kapoor,Vikram Joshi,Kolkata,iOS,0,Medium
TXN001073,2025-10-03 16:47:14.159082,39909,P2P,Suresh Yadav,Neha Sharma,Madurai,Android,0,Low
TXN001074,2025-10-02 07:00:14.159082,5387,Subscription Payments,Manish Tiwari,Sneha Iyer,Hyderabad,Android,0,Low
TXN001075,2025-10-01 14:36:14.159082,34487,Shopping,Vijay Rao,Deepak Malhotra,Vadodara,iOS,0,Low
TXN001076,2025-10-08 00:04:14.159082,8612,P2P,Sneha Iyer,Ravi Singh,Mumbai,Android,0,Medium
TXN001077,2025-10-01 20:44:14.159082,1442,Subscription Payments,Anjali Verma,Suresh Yadav,Coimbatore,iOS,1,Low
TXN001078,2025-10-04 14:07:14.159082,43436,P2P,Vijay Rao,Rajesh Kumar,Nagpur,Android,0,Medium
TXN001079,2025-10-08 11:03:14.159082,19316,P2P,Neha Sharma,Ravi Singh,Nagpur,iOS,0,Low
TXN001080,2025-10-07 14:44:14.159082,27634,Recharge,Anjali Verma,Sunita Das,Gwalior,Android,0,Low
TXN001081,2025-10-06 03:53:14.159082,14331,Subscription Payments,Vikram Joshi,Rohan Mehta,Coimbatore,Android,0,Medium
TXN001082,2025-10-07 03:10:14.159082,32393,Shopping,Vikram Joshi,Anjali Verma,Madurai,iOS,0,Low
TXN001083,2025-10-08 12:13:14.159082,26714,Recharge,Vikram Joshi,Deepak Malhotra,Lucknow,Android,0,Low
TXN001084,2025-10-04 00:25:14.159082,36358,P2P,Rohan Mehta,Pooja Nair,Kolkata,iOS,0,Low
TXN001085,2025-10-05 05:24:14.159082,28353,QR Code Payments,Vikram Joshi,Pooja Nair,Vadodara,Android,0,Low
TXN001086,2025-10-02 15:26:14.159082,42178,P2P,Sunita Das,Anita Sinha,Kochi,iOS,0,Low
TXN001087,2025-10-08 00:21:14.159082,40852,P2P,Aakash Choudhary, Priya Gupta,Surat,Android,0,Low
TXN001088,2025-10-04 19:14:14.159082,18088,Subscription Payments,Vikram Joshi,Vikram Joshi,Nagpur,Android,0,Low
TXN001089,2025-10-06 04:14:14.159082,31137,Subscription Payments,Manish Tiwari,Pooja Nair,Madurai,Android,0,Low
TXN001090,2025-10-02 22:19:14.159082,12319,Recharge, Priya Gupta,Deepak Malhotra,Madurai,iOS,0,Low
TXN001091,2025-10-03 11:34:14.159082,335,Shopping,Anita Sinha,Ravi Singh,Gwalior,iOS,0,Low
TXN001092,2025-10-07 06:32:14.159082,43029,Recharge,Ravi Singh,Vikram Joshi,Madurai,iOS,1,High
TXN001093,2025-10-05 19:55:14.159082,2008,Bill Payment,Pooja Nair,Deepak Malhotra,Coimbatore,iOS,0,Medium
TXN001094,2025-10-07 15:45:14.159082,8667,P2P,Ravi Singh,Manish Tiwari,Bangalore,iOS,0,Low
TXN001095,2025-10-05 09:35:14.159082,36398,QR Code Payments,Anjali Verma,Rohan Mehta,Meerut,Android,0,Low
TXN001096,2025-10-06 10:39:14.159082,5356,P2P,Ravi Singh,Rohan Mehta,Lucknow,Android,0,High
TXN001097,2025-10-07 22:44:14.159082,19119,P2P,Karan Kapoor,Anjali Verma,Kanpur,Android,0,Low
TXN001098,2025-10-02 04:33:14.159082,8262,Recharge,Suresh Yadav,Deepak Malhotra,Hyderabad,Android,0,Low
TXN001099,2025-10-08 02:46:14.159082,5515,QR Code Payments,Amit Patel,Rajesh Kumar,Hyderabad,Android,0,Low
TXN001100,2025-10-03 15:01:14.159082,36259,QR Code Payments,Sunita Das,Kavita Reddy,Madurai,iOS,0,Medium
TXN001101,2025-10-05 14:16:14.159082,44025,QR Code Payments,Aakash Choudhary,Rohan Mehta,Jaipur,Android,1,Low
TXN001102,2025-10-06 15:01:14.159082,6051,Recharge,Anjali Verma,Anjali Verma,Gwalior,iOS,1,Medium
TXN001103,2025-10-03 05:13:14.159082,21952,P2P,Suresh Yadav,Vijay Rao,Indore,Android,0,Medium
TXN001104,2025-10-02 00:45:14.159082,8107,Recharge,Manish Tiwari,Neha Sharma,Mumbai,iOS,0,Low
TXN001105,2025-10-08 01:49:14.159082,41932,Subscription Payments,Vikram Joshi,Anjali Verma,Bangalore,iOS,0,Medium
TXN001106,2025-10-02 01:03:14.159082,30623,Subscription Payments,Aakash Choudhary,Amit Patel,Chennai,iOS,1,Low
TXN001107,2025-10-06 17:08:14.159082,23425,Recharge,Neha Sharma,Aakash Choudhary,Coimbatore,Android,0,Low
TXN001108,2025-10-02 11:33:14.159082,21304,QR Code Payments,Rohan Mehta,Amit Patel,Ahmedabad,Android,0,Low
TXN001109,2025-10-06 04:04:14.159082,15624,P2P,Deepak Malhotra,Pooja Nair,Ahmedabad,Android,1,Low
TXN001110,2025-10-05 01:35:14.159082,19382,Recharge,Anita Sinha, Priya Gupta,Nashik,Android,0,Low
TXN001111,2025-10-08 00:28:14.159082,24030,Recharge,Rajesh Kumar,Manish Tiwari,Nagpur,iOS,0,Low
TXN001112,2025-10-07 09:12:14.159082,177,Recharge,Manish Tiwari,Pooja Nair,Agra,iOS,0,Low
TXN001113,2025-10-04 07:27:14.159082,40445,Bill Payment,Manish Tiwari,Deepak Malhotra,Ahmedabad,iOS,1,Low
TXN001114,2025-10-03 04:01:14.159082,20711,Subscription Payments,Amit Patel,Aakash Choudhary,Visakhapatnam,iOS,0,Low
TXN001115,2025-10-02 15:19:14.159082,17084,QR Code Payments,Kavita Reddy,Sunita Das,Kolkata,Android,0,Medium
TXN001116,2025-10-07 07:56:14.159082,14160,Shopping,Pooja Nair,Manish Tiwari,Kochi,iOS,0,Low
TXN001117,2025-10-06 18:06:14.159082,17549,QR Code Payments,Deepak Malhotra,Suresh Yadav,Agra,Android,0,Low
TXN001118,2025-10-02 13:25:14.159082,18620,Shopping,Karan Kapoor,Ravi Singh,Visakhapatnam,iOS,0,Low
TXN001119,2025-10-01 17:26:14.159082,43403,Bill Payment,Meena Kumari,Rajesh Kumar,Visakhapatnam,iOS,0,Low
TXN001120,2025-10-07 18:44:14.159082,9610,Recharge,Rohan Mehta, Priya Gupta,Indore,iOS,1,Low
TXN001121,2025-10-01 14:52:14.159082,29387,Bill Payment,Vikram Joshi,Kavita Reddy,Hyderabad,Android,0,Low
TXN001122,2025-10-03 21:09:14.159082,28273,Bill Payment,Anita Sinha,Vikram Joshi,Bhopal,Android,1,Low
TXN001123,2025-10-05 06:02:14.159082,39811,P2P,Sneha Iyer,Anjali Verma,Ahmedabad,iOS,0,Low
TXN001124,2025-10-08 00:26:14.159082,12054,Subscription Payments,Manish Tiwari,Meena Kumari,Bhopal,iOS,0,High
TXN001125,2025-10-02 04:24:14.159082,7904,Shopping,Sneha Iyer,Manish Tiwari,Kochi,iOS,0,High
TXN001126,2025-10-07 16:38:14.159082,6665,Recharge,Sneha Iyer,Sunita Das,Vadodara,Android,0,Low
TXN001127,2025-10-07 18:53:14.159082,6084,Shopping, Priya Gupta,Sneha Iyer,Bhopal,Android,0,Medium
TXN001128,2025-10-08 09:50:14.159082,21626,QR Code Payments,Pooja Nair,Suresh Yadav,Kanpur,Android,0,Low
TXN001129,2025-10-03 01:56:14.159082,37538,Shopping,Anita Sinha,Sneha Iyer,Pune,iOS,0,Low
TXN001130,2025-10-04 18:06:14.159082,18674,QR Code Payments,Kavita Reddy,Anjali Verma,Coimbatore,Android,0,Medium
TXN001131,2025-10-06 12:32:14.159082,9284,Subscription Payments,Vikram Joshi,Meena Kumari,Coimbatore,iOS,1,Low
TXN001132,2025-10-02 15:40:14.159082,19196,QR Code Payments,Vijay Rao,Meena Kumari,Nagpur,Android,0,Low
TXN001133,2025-10-06 20:53:14.159082,2292,Shopping,Karan Kapoor,Manish Tiwari,Surat,iOS,0,Low
TXN001134,2025-10-06 05:34:14.159082,34116,Shopping,Pooja Nair,Rohan Mehta,Lucknow,iOS,0,Low
TXN001135,2025-10-07 12:28:14.159082,11346,QR Code Payments,Deepak Malhotra,Ravi Singh,Pune,Android,0,Low
TXN001136,2025-10-08 01:31:14.159082,45658,Bill Payment,Kavita Reddy,Karan Kapoor,Patna,iOS,0,Low
TXN001137,2025-10-02 12:05:14.159082,18481,Subscription Payments,Rohan Mehta,Deepak Malhotra,Meerut,iOS,0,Low
TXN001138,2025-10-04 09:48:14.159082,36555,P2P,Rohan Mehta,Vikram Joshi,Delhi,iOS,0,Low
TXN001139,2025-10-08 06:30:14.159082,26827,Recharge,Suresh Yadav,Ravi Singh,Coimbatore,Android,1,Medium
TXN001140,2025-10-03 04:16:14.159082,4118,Shopping,Meena Kumari,Rohan Mehta,Bangalore,iOS,0,Low
TXN001141,2025-10-04 23:38:14.159082,11402,Recharge, Priya Gupta,Amit Patel,Agra,Android,0,Medium
TXN001142,2025-10-01 21:33:14.159082,2070,P2P,Neha Sharma,Ravi Singh,Chennai,Android,0,Low
TXN001143,2025-10-02 12:00:14.159082,41257,Recharge,Deepak Malhotra,Anjali Verma,Vadodara,iOS,0,Medium
TXN001144,2025-10-03 05:55:14.159082,27302,P2P,Karan Kapoor,Neha Sharma,Vijayawada,Android,0,Medium
TXN001145,2025-10-07 03:25:14.159082,31210,QR Code Payments,Deepak Malhotra,Kavita Reddy,Meerut,iOS,0,Low
TXN001146,2025-10-06 17:44:14.159082,17686,Bill Payment, Priya Gupta,Karan Kapoor,Aurangabad,Android,1,Low
TXN001147,2025-10-07 20:44:14.159082,24619,Shopping,Ravi Singh,Sunita Das,Pune,iOS,0,Low
TXN001148,2025-10-06 18:01:14.159082,31373,P2P,Vikram Joshi,Neha Sharma,Lucknow,Android,0,High
TXN001149,2025-10-02 08:31:14.159082,22051,Recharge,Pooja Nair,Amit Patel,Coimbatore,iOS,1,Low
TXN001150,2025-10-07 01:26:14.159082,15474,Shopping,Pooja Nair,Kavita Reddy,Raipur,iOS,0,Low
TXN001151,2025-10-01 14:20:14.159082,5888,Bill Payment,Anita Sinha,Aakash Choudhary,Gwalior,iOS,0,Low
TXN001152,2025-10-04 03:16:14.159082,5508,QR Code Payments,Anita Sinha,Ravi Singh,Pune,iOS,0,High
TXN001153,2025-10-06 15:32:14.159082,25153,Shopping,Anjali Verma,Kavita Reddy,Delhi,Android,0,Low
TXN001154,2025-10-03 02:25:14.159082,9546,P2P,Suresh Yadav,Pooja Nair,Pune,Android,0,Low
TXN001155,2025-10-07 18:42:14.159082,1022,Bill Payment,Meena Kumari,Karan Kapoor,Thane,iOS,0,Low
TXN001156,2025-10-03 10:10:14.159082,33287,Recharge,Pooja Nair,Sneha Iyer,Vijayawada,Android,0,High
TXN001157,2025-10-08 04:24:14.159082,10889,Bill Payment,Aakash Choudhary,Manish Tiwari,Kanpur,iOS,0,Low
TXN001158,2025-10-01 21:49:14.159082,32284,Bill Payment,Ravi Singh,Deepak Malhotra,Jaipur,iOS,1,Low
TXN001159,2025-10-02 07:09:14.159082,1220,Subscription Payments, Priya Gupta,Rohan Mehta,Nagpur,Android,0,Low
TXN001160,2025-10-02 16:56:14.159082,44128,Bill Payment,Vikram Joshi,Vijay Rao,Kolkata,Android,0,Low
TXN001161,2025-10-08 09:05:14.159082,32254,Bill Payment,Pooja Nair,Anjali Verma,Bangalore,iOS,0,Medium
TXN001162,2025-10-07 10:45:14.159082,17434,Shopping,Suresh Yadav,Amit Patel,Bangalore,Android,0,Low
TXN001163,2025-10-04 00:51:14.159082,2436,Recharge,Suresh Yadav,Manish Tiwari,Jodhpur,iOS,0,Low
TXN001164,2025-10-07 03:57:14.159082,38241,Shopping,Neha Sharma,Rajesh Kumar,Aurangabad,Android,0,Medium
TXN001165,2025-10-07 22:53:14.159082,2343,Shopping,Neha Sharma, Priya Gupta,Surat,Android,0,High
TXN001166,2025-10-06 12:45:14.159082,19129,P2P,Pooja Nair,Anita Sinha,Meerut,Android,0,Low
TXN001167,2025-10-07 10:25:14.159082,32365,Shopping,Amit Patel,Deepak Malhotra,Visakhapatnam,Android,0,Low
TXN001168,2025-10-08 02:33:14.159082,37480,Subscription Payments,Deepak Malhotra,Neha Sharma,Lucknow,Android,0,Medium
TXN001169,2025-10-01 23:45:14.159082,46814,Subscription Payments,Suresh Yadav,Aakash Choudhary,Chennai,iOS,0,Low
TXN001170,2025-10-04 20:02:14.159082,43972,P2P,Vikram Joshi,Manish Tiwari,Pune,Android,0,High
TXN001171,2025-10-04 07:09:14.159082,46297,QR Code Payments,Vikram Joshi, Priya Gupta,Vijayawada,Android,0,High
TXN001172,2025-10-07 02:24:14.159082,23810,Recharge,Suresh Yadav,Anita Sinha,Bhopal,iOS,0,Low
TXN001173,2025-10-03 12:52:14.159082,29586,Recharge,Aakash Choudhary,Suresh Yadav,Delhi,iOS,0,High
TXN001174,2025-10-04 22:38:14.159082,6471,Shopping,Neha Sharma,Ravi Singh,Nagpur,iOS,0,Low
TXN001175,2025-10-07 10:28:14.159082,6459,Shopping,Manish Tiwari,Anita Sinha,Mumbai,Android,1,Low
TXN001176,2025-10-01 14:58:14.159082,40731,QR Code Payments,Neha Sharma,Kavita Reddy,Pune,Android,1,Low
TXN001177,2025-10-05 00:42:14.159082,36096,Shopping,Rohan Mehta,Ravi Singh,Kanpur,iOS,1,Medium
TXN001178,2025-10-03 17:39:14.159082,20203,Recharge,Anita Sinha, Priya Gupta,Raipur,iOS,0,Low
TXN001179,2025-10-07 11:12:14.159082,14482,Bill Payment,Anjali Verma,Amit Patel,Gwalior,iOS,0,Low
TXN001180,2025-10-03 08:40:14.159082,18855,Subscription Payments,Vijay Rao,Anita Sinha,Surat,iOS,0,High
TXN001181,2025-10-02 17:49:14.159082,35759,Bill Payment,Kavita Reddy,Vikram Joshi,Mumbai,Android,1,Low
TXN001182,2025-10-04 10:13:14.159082,3856,Bill Payment,Vijay Rao,Sneha Iyer,Pune,Android,0,Low
TXN001183,2025-10-06 12:45:14.159082,20709,Recharge, Priya Gupta,Sneha Iyer,Indore,Android,0,Medium
TXN001184,2025-10-07 02:01:14.159082,48638,Bill Payment,Ravi Singh,Vikram Joshi,Aurangabad,Android,0,Medium
TXN001185,2025-10-04 04:04:14.159082,16578,QR Code Payments,Pooja Nair,Deepak Malhotra,Kanpur,Android,0,High
TXN001186,2025-10-04 20:14:14.159082,35542,P2P,Pooja Nair,Meena Kumari,Mumbai,iOS,0,High
TXN001187,2025-10-03 03:55:14.159082,39766,Shopping,Manish Tiwari,Sunita Das,Pune,Android,0,Low
TXN001188,2025-10-06 04:59:14.159082,10247,P2P,Karan Kapoor,Amit Patel,Bangalore,iOS,0,Low
TXN001189,2025-10-04 01:55:14.159082,33661,Subscription Payments,Anita Sinha,Anita Sinha,Kanpur,iOS,0,Low
TXN001190,2025-10-07 13:06:14.159082,34984,Shopping,Vijay Rao,Deepak Malhotra,Raipur,iOS,0,Low
TXN001191,2025-10-05 15:35:14.159082,5879,Bill Payment,Vijay Rao,Sneha Iyer,Mumbai,Android,0,Low
TXN001192,2025-10-02 00:38:14.159082,12398,Subscription Payments,Pooja Nair,Pooja Nair,Raipur,iOS,1,Medium
TXN001193,2025-10-05 17:36:14.159082,14253,Shopping,Anita Sinha,Sneha Iyer,Bhopal,Android,0,Low
TXN001194,2025-10-05 16:06:14.159082,43979,QR Code Payments,Ravi Singh,Ravi Singh,Pune,iOS,0,Low
TXN001195,2025-10-04 04:27:14.159082,10889,QR Code Payments,Rajesh Kumar,Deepak Malhotra,Surat,Android,0,Low
TXN001196,2025-10-05 09:10:14.159082,44265,QR Code Payments,Rajesh Kumar,Rohan Mehta,Chennai,iOS,0,Low
TXN001197,2025-10-05 13:06:14.159082,13099,QR Code Payments,Sneha Iyer,Ravi Singh,Coimbatore,Android,0,Low
TXN001198,2025-10-02 23:34:14.159082,914,Bill Payment,Pooja Nair,Neha Sharma,Agra,iOS,0,Low
TXN001199,2025-10-02 08:14:14.159082,49597,P2P,Anita Sinha,Anita Sinha,Nagpur,iOS,0,Low
TXN001200,2025-10-01 15:32:14.159082,10641,Shopping,Vikram Joshi,Karan Kapoor,Jodhpur,iOS,0,Low
TXN001201,2025-10-02 13:30:14.159082,25038,Bill Payment,Karan Kapoor,Karan Kapoor,Visakhapatnam,iOS,0,Medium
TXN001202,2025-10-01 21:00:14.159082,2543,QR Code Payments,Pooja Nair,Anita Sinha,Pune,Android,0,Medium
TXN001203,2025-10-02 22:26:14.159082,10557,P2P,Aakash Choudhary,Rohan Mehta,Hyderabad,Android,0,Low
TXN001204,2025-10-07 14:23:14.159082,10480,Subscription Payments,Vikram Joshi,Ravi Singh,Ahmedabad,Android,0,Medium
TXN001205,2025-10-04 01:46:14.159082,7883,Subscription Payments,Vikram Joshi,Rohan Mehta,Surat,iOS,0,Low
